year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,valuemean,value,model
2010,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.838971237,1.266503691,8.032663584,2.909398063,2.258415108,CMIP5
2011,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.983620248,1.309808733,14.2070045,4.197037751,3.973879639,CMIP5
2011,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.991696844,-0.623134252,8.405547427,1.297041645,0.874897899,CMIP5
2011,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.796791843,1.283448472,7.704914656,2.875168298,2.126717203,CMIP5
2012,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.1217471,1.376522142,14.56179291,4.241167765,3.592296187,CMIP5
2012,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.055461017,-0.375335528,8.720582283,1.317667054,0.893414189,CMIP5
2012,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.899891282,1.361419656,8.299139362,2.937036152,2.16494326,CMIP5
2013,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.855312726,1.428460607,13.64349056,4.204044411,3.734940915,CMIP5
2013,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.921586539,-0.277237803,8.166204842,1.297051743,0.936270217,CMIP5
2013,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.716526665,1.442658361,7.720589624,2.899166419,2.359004783,CMIP5
2014,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.828125977,1.313953187,13.22899128,4.247944663,3.740655222,CMIP5
2014,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.810275821,-0.301440087,7.732141281,1.291117988,0.91729282,CMIP5
2014,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.851534369,1.242102037,8.331338162,2.994993027,2.443176596,CMIP5
2015,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.963126546,1.636151412,13.71281068,4.339822182,3.682113293,CMIP5
2015,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.762147978,-0.139512415,7.564825102,1.291983208,0.931935227,CMIP5
2015,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.995396488,1.528049973,8.755563061,3.073632728,2.346266733,CMIP5
2016,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.079946148,1.23656055,14.43770341,4.307891824,3.939450557,CMIP5
2016,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.011872421,-0.364338413,8.562435006,1.343744534,0.937435157,CMIP5
2016,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.840156481,1.225171487,8.004037182,3.022566492,2.365537538,CMIP5
2017,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.902979054,1.615378471,13.872323,4.374329412,3.854485298,CMIP5
2017,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.953081077,-0.52280961,8.323672731,1.357751628,0.994462781,CMIP5
2017,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.806008616,1.459884398,8.154965427,3.048926496,2.59447943,CMIP5
2018,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.890938926,1.472903827,13.69025463,4.327202081,3.958908236,CMIP5
2018,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.809660454,-0.458633008,7.696416817,1.293940986,0.972409633,CMIP5
2018,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.860447926,1.43603978,8.231146798,3.087029262,2.533605688,CMIP5
2019,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.170243568,1.573588249,14.96112357,4.466468399,4.130473066,CMIP5
2019,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.890705018,-0.327497479,8.083577157,1.347653246,1.037615918,CMIP5
2019,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.007012317,1.424899177,8.349026811,3.14280488,2.476016319,CMIP5
2020,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.22388284,1.817352455,15.10350635,4.521976399,3.993734486,CMIP5
2020,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.94203962,-0.150888039,8.329722111,1.36935301,0.995707009,CMIP5
2020,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.034493956,1.549962476,8.627520576,3.1923826,2.442918005,CMIP5
2021,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.463693716,1.517815138,16.06557298,4.572472679,4.068382862,CMIP5
2021,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.058819768,-0.131106567,8.810802124,1.414290889,1.078525597,CMIP5
2021,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.139450048,1.496513854,8.845902975,3.220867046,2.387802133,CMIP5
2022,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,6.980527496,-20.75534823,14.0857387,2.936639095,4.080709905,CMIP5
2022,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.121542309,-3.100011986,7.78610164,1.126567818,1.038901473,CMIP5
2022,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.922302473,1.469130051,8.364655125,3.114671185,2.446580488,CMIP5
2023,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,4.085088443,1.5552193,15.45862678,5.274105877,4.176716554,CMIP5
2023,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.016729675,-0.413510027,8.588591428,1.495365198,1.047905207,CMIP5
2023,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.889866855,1.554508458,8.428838042,3.161477033,2.476785926,CMIP5
2024,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.092653138,1.60634496,14.81443639,4.701423315,4.410668472,CMIP5
2024,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.036401815,-0.290293156,8.766220144,1.455059627,1.051665282,CMIP5
2024,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.881972498,1.472667955,8.357938176,3.182715372,2.564421046,CMIP5
2025,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.071611404,1.627780467,14.62881277,4.575802674,4.010448304,CMIP5
2025,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.003369298,-0.242400695,8.601955548,1.454175321,1.070310492,CMIP5
2025,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.865448159,1.49767046,8.306478546,3.140245581,2.552685883,CMIP5
2026,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,2.979692364,1.727533694,14.22543224,4.640513083,4.383988044,CMIP5
2026,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.905176432,-0.275138131,8.18720358,1.404489702,1.023629532,CMIP5
2026,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.929476063,1.608754052,8.628698669,3.215835673,2.607999474,CMIP5
2027,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.186471669,1.499842056,15.0360847,4.641704291,4.306867821,CMIP5
2027,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.868465376,-0.284233246,8.062717127,1.423149704,1.105304332,CMIP5
2027,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.073962668,1.392057771,8.773511528,3.263585277,2.584383273,CMIP5
2028,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.185929714,1.727033432,15.15899126,4.677688652,4.042258355,CMIP5
2028,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.956751575,-0.261946002,8.394971627,1.415515737,1.064019414,CMIP5
2028,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.980553177,1.601261057,8.581448654,3.295916934,2.808310633,CMIP5
2029,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.304072716,1.827849916,15.55425443,4.814896333,4.471278922,CMIP5
2029,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.95345773,-0.241489714,8.388944893,1.446475884,1.060614488,CMIP5
2029,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.159258716,1.528263504,9.116252122,3.410089104,2.732654995,CMIP5
2030,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.23250307,2.00951905,15.28442539,4.795716207,4.383395766,CMIP5
2030,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.922970963,-0.235219948,8.296307565,1.436348486,1.064517957,CMIP5
2030,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.09396177,1.676972673,9.044118786,3.42064621,2.769278056,CMIP5
2031,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.242564739,1.959687476,15.72644463,4.864524318,4.297213756,CMIP5
2031,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.081208614,-0.352722096,8.95232422,1.499074303,1.085952087,CMIP5
2031,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.953942655,1.635538052,8.508491866,3.359274642,2.697870508,CMIP5
2032,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.258587064,1.713590697,15.45051836,4.835397278,4.312749035,CMIP5
2032,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.015392673,-0.266025541,8.695679897,1.487786447,1.107067523,CMIP5
2032,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.077215875,1.478047941,9.123970033,3.390050896,2.621186281,CMIP5
2033,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.650977789,-2.125169655,15.32970877,4.52318736,4.638173059,CMIP5
2033,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.121225693,-0.317414641,8.968442691,1.452867335,1.064137937,CMIP5
2033,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.003883409,1.694873352,8.969113611,3.403491515,2.723256856,CMIP5
2034,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.438164944,1.891114573,16.14207243,5.233371729,4.76635582,CMIP5
2034,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.906138781,-0.203363831,8.303528889,1.51191411,1.132747421,CMIP5
2034,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.212303083,1.600873157,9.140113242,3.543582896,2.768430696,CMIP5
2035,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.394611603,1.702649274,16.22756805,5.067597889,4.737533937,CMIP5
2035,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.936122393,-0.243703803,8.383707947,1.506856493,1.124565728,CMIP5
2035,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.22721751,1.46922624,9.230589512,3.535973706,2.77122904,CMIP5
2036,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.505473745,1.997546539,16.83925952,5.031087739,4.349136934,CMIP5
2036,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.063486236,-0.224335744,8.930999942,1.528768666,1.125590352,CMIP5
2036,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.168729975,1.708569058,8.914487051,3.496868023,2.723351495,CMIP5
2037,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.289164984,1.943941284,15.60356688,4.91154024,4.426709761,CMIP5
2037,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.074691219,-0.333339866,8.90520586,1.509257251,1.105394572,CMIP5
2037,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.1038926,1.636873343,9.279391606,3.438723048,2.636235655,CMIP5
2038,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.199715873,1.764818501,15.25408333,4.955229679,4.547247721,CMIP5
2038,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.817710171,-0.25910746,7.856197454,1.483710419,1.13056705,CMIP5
2038,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.13757376,1.539433537,8.968374553,3.512666679,2.835983868,CMIP5
2039,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.477273933,1.867951312,16.58554194,5.055361303,4.425255286,CMIP5
2039,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.238669234,-0.165089905,9.655688529,1.597464616,1.120257881,CMIP5
2039,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.073511888,1.727186207,9.018883288,3.474749126,2.621664231,CMIP5
2040,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.269088785,2.174915993,15.75848187,5.122088091,4.642998137,CMIP5
2040,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.938736719,-0.083613006,8.503883119,1.561524341,1.108335329,CMIP5
2040,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.114220225,1.649551851,9.067204624,3.549106004,2.837899308,CMIP5
2041,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.185666783,2.00491696,15.20014633,5.043674759,4.508416306,CMIP5
2041,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.811633824,-0.047178272,7.93777775,1.511380199,1.084980367,CMIP5
2041,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.147366843,1.656561213,9.281780221,3.556867661,2.818561856,CMIP5
2042,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.566234026,1.978528537,16.90212065,5.172022903,4.599819918,CMIP5
2042,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.953719281,0.058879528,8.55900693,1.551213407,1.124112588,CMIP5
2042,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.297562977,1.66873371,9.293763124,3.647147943,2.831905385,CMIP5
2043,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.793168546,1.812891919,17.84583798,5.261632257,4.564317387,CMIP5
2043,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.144720834,-0.09720835,9.282982159,1.589506437,1.086722867,CMIP5
2043,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.41308914,1.641906253,9.711467739,3.684816429,2.806445401,CMIP5
2044,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.441290397,1.863522947,16.25468462,5.098228736,4.495498932,CMIP5
2044,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.048526243,-0.032888946,8.895946373,1.58262616,1.126802981,CMIP5
2044,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.206519316,1.570287748,9.425227046,3.53190224,2.810371808,CMIP5
2045,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.409304527,2.083554623,16.14993208,5.173838541,4.559819188,CMIP5
2045,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.018842704,0.068545558,8.825049448,1.597904458,1.161054825,CMIP5
2045,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.191525606,1.726771708,9.487549897,3.58424892,2.983999221,CMIP5
2046,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.680474348,2.021462606,17.41954443,5.20171873,4.565401919,CMIP5
2046,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.219772594,0.039739992,9.673992362,1.656116999,1.152684511,CMIP5
2046,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.238866428,1.660804002,9.354806041,3.563696196,2.876895452,CMIP5
2047,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.435119961,2.035220618,16.51330046,5.150385965,4.679216983,CMIP5
2047,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.000071658,0.067291537,8.766256944,1.602086015,1.156158138,CMIP5
2047,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.1619609,1.590967026,8.883335298,3.53818961,2.775917446,CMIP5
2048,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.575180786,2.101121704,16.98177356,5.159717868,4.51275119,CMIP5
2048,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.150460165,0.065675534,9.360907916,1.622232465,1.130148486,CMIP5
2048,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.193802686,1.705479749,9.265478278,3.556520566,2.822961901,CMIP5
2049,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.67687026,2.01104879,17.32908651,5.190101123,4.575502447,CMIP5
2049,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.224216808,0.273711221,9.708236328,1.641376422,1.150809434,CMIP5
2049,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.218026568,1.638179925,9.146563356,3.57369453,2.797742615,CMIP5
2050,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.335358924,2.133085396,15.92509828,5.085077728,4.504156488,CMIP5
2050,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.888049306,0.149912028,8.273573558,1.556765276,1.163276466,CMIP5
2050,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.155927309,1.783571302,9.075622905,3.578972575,2.739619361,CMIP5
2051,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.314831392,2.005155027,16.01039541,5.179947526,4.704436869,CMIP5
2051,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.947628555,0.042606367,8.543763171,1.578478941,1.173331605,CMIP5
2051,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.120756415,1.718977216,8.95270281,3.589446141,2.80319302,CMIP5
2052,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.638410825,1.92122842,17.30393886,5.21314823,4.584872933,CMIP5
2052,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.06632702,0.154786351,8.998587684,1.612713631,1.175119533,CMIP5
2052,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.264118325,1.690298294,9.071505839,3.649727728,2.690077233,CMIP5
2053,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.594118719,1.890496886,17.17981734,5.224564116,4.658855064,CMIP5
2053,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.113286191,0.05089614,9.241092253,1.64135913,1.208583873,CMIP5
2053,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.222699035,1.547156313,8.969546198,3.577383958,2.896620346,CMIP5
2054,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.313921744,1.928084102,15.86070364,5.086636163,4.715498501,CMIP5
2054,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.92058788,-0.039086097,8.386671776,1.565040742,1.223555015,CMIP5
2054,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.153410636,1.671637822,9.038610652,3.546356258,2.86325411,CMIP5
2055,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.378572028,1.983378345,16.22369426,5.05192914,4.503914326,CMIP5
2055,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.885857375,-0.118756764,8.230588139,1.563665141,1.193028324,CMIP5
2055,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.202023195,1.6644147,8.92877171,3.531986496,2.630012143,CMIP5
2056,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.692707362,1.794214931,17.04130515,5.077812016,4.48315248,CMIP5
2056,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.286520034,0.023813766,9.588576358,1.628263042,1.101225255,CMIP5
2056,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.183181355,1.593803938,8.764255762,3.458205123,2.649941543,CMIP5
2057,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.605740494,1.977074399,16.81382373,5.105675405,4.573006629,CMIP5
2057,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.276980142,0.035138139,9.602399065,1.649660939,1.113649846,CMIP5
2057,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.114862127,1.647655182,8.54371024,3.433282559,2.630231,CMIP5
2058,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,8.903993249,-26.88366142,15.81093338,2.861804567,4.390834924,CMIP5
2058,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.617157709,-4.015334828,9.144859832,1.278868571,1.122254623,CMIP5
2058,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.06689742,1.538773853,8.660736078,3.337420326,2.579368463,CMIP5
2059,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,5.567680123,1.756204663,22.20918751,6.202331175,4.666709931,CMIP5
2059,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.063340058,0.082879712,8.630365273,1.779310285,1.217141917,CMIP5
2059,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.137276168,1.493833448,8.626798587,3.39689203,2.581015313,CMIP5
2060,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.467155899,2.026558524,15.88058005,5.208556546,4.656452488,CMIP5
2060,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.087426158,-0.012652739,8.869005825,1.643358235,1.194234894,CMIP5
2060,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.135643808,1.647868243,8.684336621,3.372804512,2.571190866,CMIP5
2061,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.428262996,1.837288945,15.80330424,5.015222463,4.73020355,CMIP5
2061,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.108961146,0.097493259,8.952386497,1.637193981,1.155828257,CMIP5
2061,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.141028069,1.529544536,8.880744708,3.335166536,2.578411687,CMIP5
2062,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.362029295,1.710344624,15.56516669,4.893891728,4.387525016,CMIP5
2062,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.938804372,0.000370455,8.169196978,1.548256978,1.14632198,CMIP5
2062,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.167628174,1.59365109,8.553338853,3.328118154,2.474732977,CMIP5
2063,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.525712915,1.932489947,16.44213148,5.0160044,4.541478148,CMIP5
2063,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.100813532,-0.022876983,8.859851077,1.622311646,1.202729019,CMIP5
2063,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.156287646,1.635264858,8.274141304,3.342453516,2.439720124,CMIP5
2064,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.614897005,1.646008667,16.7621838,4.940772878,4.541805518,CMIP5
2064,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.152846384,-0.155372689,9.034343287,1.607427804,1.1423589,CMIP5
2064,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,2.182125587,1.430566241,8.168629937,3.303128069,2.482528835,CMIP5
2065,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.381284741,1.827504076,15.87991735,4.800545319,4.088076402,CMIP5
2065,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.189016957,-0.141573269,9.200326167,1.615095458,1.176408838,CMIP5
2065,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.976088254,1.448147712,7.919203695,3.178080255,2.462581606,CMIP5
2066,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,3.353214092,1.816154078,15.58102043,4.763516731,4.018724327,CMIP5
2066,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,2.065825219,-0.056946343,8.681078725,1.583927117,1.10031965,CMIP5
