year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,valuemean,value,model
2190,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.227503799,0.345450962,3.608620199,1.660551473,1.690633998,CMIP5
2191,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.652917948,1.192823019,2.880826071,2.137023722,2.187935803,CMIP5
2191,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.861628198,-0.886773825,1.359257303,0.578489372,0.815246195,CMIP5
2191,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.357506766,0.37757661,3.767600609,1.560644374,1.553994555,CMIP5
2192,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.510295499,1.286591602,2.611727286,2.122002574,2.205007392,CMIP5
2192,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.95746597,-1.08487015,1.42437265,0.530473608,0.79495192,CMIP5
2192,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.276952678,0.491639212,3.696597384,1.59369579,1.465923112,CMIP5
2193,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.723320781,1.2009286,3.091214602,2.340845298,2.478254754,CMIP5
2193,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.963777891,-1.072775121,1.457606427,0.576305368,0.799776398,CMIP5
2193,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.475591559,0.401152044,4.163989369,1.766742941,1.732843487,CMIP5
2194,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.526710373,1.329123831,2.626526566,2.204678191,2.40393241,CMIP5
2194,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.954899232,-1.051969155,1.388653545,0.597768816,0.877878702,CMIP5
2194,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.264914882,0.451245384,3.678495966,1.608990577,1.495767001,CMIP5
2195,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.491250713,1.46788418,2.607938903,2.253218468,2.546824251,CMIP5
2195,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.94071802,-1.004747812,1.452588154,0.617082351,0.854960718,CMIP5
2195,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.198097467,0.612923501,3.551572689,1.638362722,1.669644066,CMIP5
2196,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.527007471,1.396788062,2.76546304,2.231512399,2.43980006,CMIP5
2196,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.981874256,-1.152784999,1.190156393,0.593940799,0.980790037,CMIP5
2196,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.200114136,0.486372153,3.592585469,1.639263555,1.438393253,CMIP5
2197,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.631739065,1.363027612,2.912363962,2.401505856,2.662803101,CMIP5
2197,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.039981774,-1.153923036,1.462399286,0.660269328,1.034563334,CMIP5
2197,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.289371146,0.538909116,3.816726526,1.743418027,1.677267427,CMIP5
2198,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.629586585,1.39753911,2.976755398,2.422781797,2.710184638,CMIP5
2198,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.029354986,-1.079342598,1.626648438,0.686142388,0.992819077,CMIP5
2198,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.418951529,0.517163186,4.056097732,1.739152191,1.717365871,CMIP5
2199,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.313506493,2.158365046,2.901826487,2.712007491,2.85892663,CMIP5
2199,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.125458545,-1.191159472,1.581034254,0.765155876,1.058712172,CMIP5
2199,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.298961356,0.589611859,4.092986145,1.949307931,1.800214253,CMIP5
2200,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.675938189,1.398035604,3.143763271,2.319109746,2.567140384,CMIP5
2200,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.0147705,-1.134877536,1.460783134,0.61108967,0.861636752,CMIP5
2200,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.527661778,0.45777164,4.278641006,1.710320306,1.448877435,CMIP5
2201,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.500185561,1.331943413,2.592447358,2.146614296,2.173610661,CMIP5
2201,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.129377072,-1.500986915,1.320183967,0.483007747,0.809420482,CMIP5
2201,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.23356908,0.522523194,3.67459728,1.665548119,1.594850388,CMIP5
2202,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.530795602,1.29614768,2.651386274,2.165879932,2.205088836,CMIP5
2202,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.208955946,-1.599253246,1.501619596,0.502881035,0.812535336,CMIP5
2202,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.32232793,0.483612583,3.804342518,1.665298545,1.654289509,CMIP5
2203,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.577418504,1.317504952,2.633339905,2.203840741,2.557891793,CMIP5
2203,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.118848372,-1.381730998,1.47930035,0.55574152,0.802402272,CMIP5
2203,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.448137863,0.446321524,4.015070728,1.650434028,1.467947888,CMIP5
2204,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.631811637,1.315826275,2.789888092,2.107928291,2.410594223,CMIP5
2204,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.080358034,-1.385876019,1.209974071,0.513762435,0.894283695,CMIP5
2204,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.392491954,0.367328907,3.796470234,1.596074969,1.650227269,CMIP5
2205,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.601137622,1.061781719,2.681078143,1.968468816,1.962474116,CMIP5
2205,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.977211381,-1.192838745,1.2817621,0.512156396,0.774189415,CMIP5
2205,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.129426907,0.287592253,3.155313363,1.458268977,1.550241867,CMIP5
2206,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,1.104589994,1.349052392,4.3215051,2.522751002,2.301229496,CMIP5
2206,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.743803787,-0.587096745,1.366277051,0.642173054,0.790800105,CMIP5
2206,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.764116216,0.558252584,4.90860154,1.882632899,1.547816195,CMIP5
2207,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.567835381,1.543871854,2.997790352,2.272754351,2.330572304,CMIP5
2207,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.823329844,-0.792469228,1.295005629,0.628125508,0.853069395,CMIP5
2207,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.282001471,0.622939972,3.790259266,1.646591901,1.520206411,CMIP5
2208,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.759416596,1.306375687,3.357792157,2.359826288,2.468496471,CMIP5
2208,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.918760241,-0.952769636,1.431474691,0.609817258,0.788642821,CMIP5
2208,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.534492215,0.517733246,4.310562066,1.7522081,1.562193886,CMIP5
2209,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.643563517,1.27590494,2.950983249,2.371664031,2.515469984,CMIP5
2209,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.071137881,-1.265353349,1.528441333,0.567148709,0.786593257,CMIP5
2209,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.445897237,0.489311244,4.216336456,1.806769037,1.635297713,CMIP5
2210,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.516852607,1.432618194,2.763606526,2.223976985,2.403497342,CMIP5
2210,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.101624693,-1.394963981,1.382946646,0.512218905,0.790585026,CMIP5
2210,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.289345846,0.642033342,3.798460589,1.713861196,1.655597495,CMIP5
2211,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.544718459,1.312604223,2.631863531,2.203139387,2.436515622,CMIP5
2211,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.057493077,-1.297682754,1.371058901,0.520842762,0.709365746,CMIP5
2211,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.312458531,0.629562954,3.869460021,1.68436045,1.49343394,CMIP5
2212,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.873306069,1.294673104,3.716149536,2.362245127,2.208835964,CMIP5
2212,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.867168108,-0.804015391,1.549827824,0.608300148,0.769305394,CMIP5
2212,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.614979559,0.525367694,4.52016519,1.756320569,1.520807754,CMIP5
2213,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.490385866,1.34890333,2.594866078,2.130129708,2.263777604,CMIP5
2213,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.959293021,-1.152033771,1.283861281,0.48120367,0.682029039,CMIP5
2213,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.145476258,0.666873921,3.598352661,1.650743515,1.456262288,CMIP5
2214,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.504086641,1.279012328,2.479089706,2.093278074,2.359737491,CMIP5
2214,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.970041608,-1.127712428,1.398491374,0.529505808,0.736390755,CMIP5
2214,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.258353498,0.541244013,3.606801949,1.565938103,1.380449878,CMIP5
2215,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.621469209,1.190895521,2.669361867,2.151236584,2.451505197,CMIP5
2215,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.925570572,-0.979619924,1.453765589,0.604905439,0.815328881,CMIP5
2215,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.322877934,0.404676364,3.648982012,1.548630531,1.629711816,CMIP5
2216,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.663309318,1.162064465,2.757022233,2.065318469,2.366449833,CMIP5
2216,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.117371514,-1.460775923,1.346826254,0.4864041,0.800780377,CMIP5
2216,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,0.964219667,0.469914539,3.050663756,1.58082357,1.650388389,CMIP5
2217,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.572554261,1.193517881,2.634382644,2.112138736,2.348900939,CMIP5
2217,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.065986465,-1.387338582,1.267826918,0.468584333,0.74404951,CMIP5
2217,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.299343652,0.449468925,3.736239484,1.645451666,1.57389471,CMIP5
2218,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.688773115,1.253327645,2.72861135,2.122243924,2.550677336,CMIP5
2218,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.987523941,-1.12486808,1.363463097,0.587810114,0.793581437,CMIP5
2218,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.458315117,0.149642076,3.853479815,1.536677204,1.429607803,CMIP5
2219,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.618389304,1.331051329,2.811057295,2.191438391,2.380675356,CMIP5
2219,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.888213841,-0.927165699,1.241238025,0.623143943,0.821283198,CMIP5
2219,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.145186489,0.509767584,3.307841003,1.570190348,1.645515477,CMIP5
2220,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.633987939,1.24313633,2.917986018,2.24855002,2.431638025,CMIP5
2220,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.980116392,-1.164028697,1.30802457,0.54702648,0.795594991,CMIP5
2220,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.27377924,0.447541737,3.716567782,1.703447656,1.651882867,CMIP5
2221,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,1.009536204,1.149828695,3.849118007,2.41683774,2.523382564,CMIP5
2221,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.862536489,-0.92326459,1.190024283,0.596117679,0.858008592,CMIP5
2221,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.752970378,0.335650771,4.772383144,1.822490846,1.665373766,CMIP5
2222,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.527588418,1.304988256,2.655047224,2.218247731,2.358585865,CMIP5
2222,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.125851444,-1.300186569,1.732817953,0.585577131,0.805923857,CMIP5
2222,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.380755519,0.54719604,3.955233498,1.635365249,1.376100921,CMIP5
2223,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.61911512,1.287879276,2.654810477,2.17227904,2.525358006,CMIP5
2223,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.017862081,-1.221182531,1.40729599,0.542061771,0.873941104,CMIP5
2223,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.393614784,0.357677598,3.86077794,1.632461717,1.65141727,CMIP5
2224,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.564406551,1.286865649,2.590715951,2.16724963,2.490844143,CMIP5
2224,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.907486755,-0.955504923,1.425484305,0.593614541,0.817039512,CMIP5
2224,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.21737441,0.498451202,3.510522453,1.575861359,1.626697487,CMIP5
2225,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.749574859,1.177124404,2.929703191,2.156056124,2.385283866,CMIP5
2225,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.989916153,-1.149594065,1.34646873,0.581509468,0.954270702,CMIP5
2225,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.537316355,0.243820783,4.079296885,1.576728474,1.431013475,CMIP5
2226,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.642440109,1.029130296,2.572047327,2.074084059,2.332179656,CMIP5
2226,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.950505491,-1.021810496,1.479518057,0.602402391,0.856857964,CMIP5
2226,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,0.994531016,0.281273,2.922004252,1.473871699,1.622457635,CMIP5
2227,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.624099289,1.154825742,2.869573003,2.132383444,2.187111029,CMIP5
2227,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.007414332,-1.161283623,1.472665649,0.570115645,0.870571704,CMIP5
2227,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.4481534,0.413575087,4.030856545,1.564529539,1.259736649,CMIP5
2228,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.556556366,1.121669455,2.542545434,1.976449776,2.153809695,CMIP5
2228,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.052345935,-1.350844832,1.276341991,0.502668257,0.877749955,CMIP5
2228,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.268590281,0.324146683,3.504654747,1.47575896,1.428454593,CMIP5
2229,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.655112794,1.174042242,2.692858203,2.008029218,2.044942177,CMIP5
2229,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.078460915,-1.349392967,1.435128098,0.520981818,0.807367177,CMIP5
2229,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.012559639,0.395550293,2.891766791,1.489247094,1.652613613,CMIP5
2230,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.735721665,1.194400792,3.043563561,2.229869977,2.517635402,CMIP5
2230,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.991452453,-1.27066021,1.226710822,0.471707402,0.795836071,CMIP5
2230,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.563278263,0.413843402,4.314223693,1.760031451,1.691542356,CMIP5
2231,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.445544903,1.291941813,2.401831862,2.040042724,2.19609923,CMIP5
2231,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.130683376,-1.437697448,1.519761672,0.506113183,0.826249498,CMIP5
2231,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.171994407,0.465692621,3.430645129,1.536248839,1.407922647,CMIP5
2232,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.436254275,1.291598969,2.306014422,2.067459858,2.251274823,CMIP5
2232,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.10665892,-1.447530998,1.426245592,0.465611348,0.739582208,CMIP5
2232,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.274485503,0.413995192,3.698805834,1.603980962,1.566432469,CMIP5
2233,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.451052899,1.240805216,2.374455837,2.024662638,2.170884677,CMIP5
2233,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.093607821,-1.446446288,1.433341028,0.419363609,0.768818801,CMIP5
2233,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.321489523,0.455786149,3.820902573,1.607451506,1.484025579,CMIP5
2234,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.497208506,1.099249479,2.380312053,1.939002815,2.080100178,CMIP5
2234,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.963736798,-1.17500045,1.3815171,0.457509036,0.664081325,CMIP5
2234,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.129868638,0.43516826,3.255100397,1.483623577,1.554285077,CMIP5
2235,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.473500297,1.114372941,2.302923836,1.813984373,1.960143188,CMIP5
2235,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.028110641,-1.275408502,1.460052398,0.458875042,0.735112371,CMIP5
2235,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,0.995673817,0.379260508,2.852531012,1.357389099,1.479087966,CMIP5
2236,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.632501916,1.088297291,2.559479561,1.84227911,1.962594044,CMIP5
2236,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.054486787,-1.424404503,1.22864404,0.427719754,0.810782408,CMIP5
2236,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,0.814156766,0.49002778,2.512701892,1.416369387,1.59312882,CMIP5
2237,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.662377891,1.127236839,2.897978352,2.1876181,2.354005786,CMIP5
2237,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.041443727,-1.306723692,1.442009404,0.475023366,0.715842426,CMIP5
2237,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.470304727,0.411394368,4.204702032,1.714701142,1.37062286,CMIP5
2238,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.648376913,1.332777018,3.09264512,2.274540804,2.246325705,CMIP5
2238,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.882102029,-0.843854915,1.575877541,0.59286126,0.784708554,CMIP5
2238,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.365599421,0.535325568,3.936500078,1.684094798,1.46262714,CMIP5
2239,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.601000042,1.161557651,2.636544973,2.152984841,2.232936962,CMIP5
2239,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.007550902,-1.200473432,1.474790702,0.516971281,0.775939949,CMIP5
2239,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.353321496,0.418829875,3.822462427,1.638270081,1.441065045,CMIP5
2240,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.654856983,1.133074141,2.843615795,2.079162895,2.287156963,CMIP5
2240,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.033541377,-1.268846084,1.350661312,0.540244094,0.867059958,CMIP5
2240,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.322395387,0.330192694,3.556002863,1.541047375,1.426575712,CMIP5
2241,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.485635418,1.292953148,2.511874339,2.058780543,2.298409201,CMIP5
2241,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.95103317,-1.13840328,1.3201047,0.503807841,0.814767862,CMIP5
2241,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.206323728,0.478185231,3.447613875,1.556996151,1.424488771,CMIP5
2242,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.543410227,1.259880679,2.539601577,2.138646912,2.413063618,CMIP5
2242,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.050762583,-1.326692593,1.41180261,0.486114414,0.81469677,CMIP5
2242,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.367710497,0.445183817,3.842894143,1.654713036,1.579518667,CMIP5
2243,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.548940072,1.170658514,2.403531323,1.925258041,2.142307568,CMIP5
2243,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.896541555,-1.061347971,1.31882488,0.467365247,0.687395679,CMIP5
2243,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.284048261,0.223516991,3.464879419,1.460035062,1.457722512,CMIP5
2244,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.444281386,1.210529397,2.320840278,1.942365062,1.991980199,CMIP5
2244,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.07750424,-1.364907748,1.516924324,0.458125911,0.697915281,CMIP5
2244,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.140277561,0.48697696,3.282900882,1.486623522,1.502514988,CMIP5
2245,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.667855636,1.072384333,2.818417529,2.01534314,2.095768066,CMIP5
2245,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.904296177,-1.018110174,1.386935557,0.516893741,0.712339998,CMIP5
2245,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.428331092,0.321552836,3.836528137,1.500672349,1.412581156,CMIP5
2246,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.835241892,0.925398808,3.090473162,2.114210117,2.292424183,CMIP5
2246,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.817419391,-0.910380184,1.212539492,0.504858492,0.728109861,CMIP5
2246,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.500676401,0.208944059,4.0008533,1.611223566,1.514855215,CMIP5
2247,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.644483838,1.209441238,2.980392967,2.228897409,2.354007318,CMIP5
2247,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.050166346,-1.308759669,1.444324916,0.497622741,0.798103395,CMIP5
2247,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.510456201,0.484631443,4.289152715,1.733448389,1.555903884,CMIP5
2248,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.696426145,0.907967394,2.694649848,1.995226482,2.08643627,CMIP5
2248,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.119572387,-1.466499285,1.433283505,0.470382207,0.850246613,CMIP5
2248,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.18588067,0.22507529,3.281101124,1.527026283,1.622230545,CMIP5
2249,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.59664064,0.878104937,2.368703434,1.852424721,1.868431534,CMIP5
2249,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.08729002,-1.463639097,1.289840108,0.428241861,0.69474756,CMIP5
2249,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.226235589,0.183357378,3.332070419,1.426159476,1.348748675,CMIP5
2250,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.483337937,1.149955972,2.420979287,1.924639821,2.088210899,CMIP5
2250,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.113377369,-1.483462364,1.427266696,0.431772223,0.703411339,CMIP5
2250,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.295420598,0.400799112,3.571673469,1.49513076,1.303450005,CMIP5
2251,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.517416348,1.159086647,2.430303559,2.001668366,2.276291663,CMIP5
2251,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.983250736,-1.192577913,1.349585988,0.508806709,0.755911412,CMIP5
2251,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.226515026,0.433686396,3.478480966,1.494953305,1.520380217,CMIP5
2252,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.487513898,1.220563623,2.474271435,2.000294778,2.203161689,CMIP5
2252,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.821292989,-0.883405825,1.275297217,0.527200197,0.749096473,CMIP5
