# MAGICC global temperature,,,,,,,
# RCP 8.5,,,,,,,
Year,value,vtag,ctag,units,type,Scenario,model
2118,5.40E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2119,5.43E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2120,5.47E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2121,5.50E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2122,5.54E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2123,5.57E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2124,5.61E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2125,5.64E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2126,5.68E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2127,5.71E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2128,5.75E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2129,5.78E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2130,5.81E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2131,5.85E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2132,5.88E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2133,5.91E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2134,5.95E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2135,5.98E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2136,6.01E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2137,6.04E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2138,6.07E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2139,6.10E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2140,6.14E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2141,6.17E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2142,6.20E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2143,6.23E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2144,6.26E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2145,6.29E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2146,6.32E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2147,6.35E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2148,6.38E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2149,6.41E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2150,6.44E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2151,6.47E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2152,6.50E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2153,6.53E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2154,6.55E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2155,6.58E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2156,6.61E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2157,6.64E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2158,6.66E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2159,6.69E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2160,6.72E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2161,6.74E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2162,6.77E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2163,6.79E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2164,6.82E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2165,6.84E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2166,6.87E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2167,6.89E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2168,6.91E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2169,6.94E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2170,6.96E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2171,6.98E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2172,7.00E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2173,7.02E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2174,7.05E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2175,7.07E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2176,7.09E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2177,7.11E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2178,7.13E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2179,7.15E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2180,7.17E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2181,7.19E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2182,7.21E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2183,7.22E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2184,7.24E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2185,7.26E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2186,7.28E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2187,7.30E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2188,7.31E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2189,7.33E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2190,7.35E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2191,7.36E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2192,7.38E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2193,7.39E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2194,7.41E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2195,7.42E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2196,7.44E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2197,7.45E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2198,7.47E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2199,7.48E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2200,7.50E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2201,7.51E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2202,7.52E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2203,7.54E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2204,7.55E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2205,7.56E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2206,7.57E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2207,7.59E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2208,7.60E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2209,7.61E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2210,7.62E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2211,7.63E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2212,7.64E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2213,7.65E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2214,7.67E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2215,7.68E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2216,7.69E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2217,7.70E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2218,7.71E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2219,7.72E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2220,7.72E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2221,7.73E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2222,7.74E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2223,7.75E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2224,7.76E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2225,7.77E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2226,7.78E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2227,7.78E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2228,7.79E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2229,7.80E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2230,7.81E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2231,7.81E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2232,7.82E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2233,7.83E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2234,7.83E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2235,7.84E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2236,7.85E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2237,7.85E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2238,7.86E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2239,7.86E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2240,7.87E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2241,7.87E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2242,7.88E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2243,7.88E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2244,7.89E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2245,7.89E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2246,7.90E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2247,7.90E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2248,7.90E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2249,7.91E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2250,7.91E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2251,7.91E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2252,7.92E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2253,7.92E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2254,7.92E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2255,7.93E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2256,7.93E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2257,7.93E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2258,7.94E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2259,7.94E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2260,7.94E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2261,7.94E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2262,7.95E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2263,7.95E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2264,7.95E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2265,7.96E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2266,7.96E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2267,7.96E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2268,7.96E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2269,7.97E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2270,7.97E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2271,7.97E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2272,7.98E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2273,7.98E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2274,7.98E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2275,7.98E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2276,7.99E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2277,7.99E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2278,7.99E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2279,7.99E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2280,8.00E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2281,8.00E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2282,8.00E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2283,8.00E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2284,8.01E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2285,8.01E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2286,8.01E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2287,8.02E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2288,8.02E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2289,8.02E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2290,8.02E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2291,8.03E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2292,8.03E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2293,8.03E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2294,8.04E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2295,8.04E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2296,8.04E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2297,8.05E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2298,8.05E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2299,8.05E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
2300,8.05E+00,Tgav,Temperature,C,Simulated,rcp85,MAGICC6
