; Collection of emission and forcing inputs that are consistent over scenarios,,,
Date,CH4N,SV,N2O_natural_emissions
1796,223.3584202,0.056138903,9.781667078
1797,223.0733036,-0.042794853,9.788204634
1798,223.183861,0.057545268,9.770772303
1799,223.1205983,0.140354145,9.781963398
1800,222.7816001,0.170402887,9.735676593
1801,223.0764191,0.180598096,9.770552382
1802,223.24297,0.184027398,9.796089058
1803,223.862813,0.185179556,9.749807905
1804,224.1956505,0.185566583,9.741521278
1805,223.9099913,0.185696593,9.733156654
1806,224.0561323,0.185740259,9.734330899
1807,224.1666868,0.185754929,9.730606816
1808,223.5493512,0.185759857,9.736518293
1809,224.1675031,-3.365688134,9.679999297
1810,224.5669289,-2.313830028,9.699759623
1811,225.3847079,-0.712301621,9.681346086
1812,225.7031044,-0.118562997,9.657923723
1813,225.5582686,0.083415406,9.619859661
1814,223.6561326,0.151377418,9.61986869
1815,224.5414583,-3.341804901,9.547891615
1816,224.4988326,-4.328813792,9.600083746
1817,225.3845757,-1.519519756,9.60469496
1818,224.2812099,-0.39544552,9.599646377
1819,223.9333552,-0.009852952,9.666599972
1820,223.13236,0.120035717,9.55644472
1821,223.6915011,0.060375173,9.579764514
1822,224.3629995,0.065432506,9.574458228
1823,224.5267773,-0.270067719,9.564242732
1824,224.5763223,-0.029661384,9.510738647
1825,224.104363,0.110565061,9.442371357
1826,223.9078517,0.160373955,9.450260843
1827,223.4517497,0.177228255,9.477363026
1828,222.6058513,0.182895388,9.543004944
1829,222.7413708,0.184799294,9.522797648
1830,222.3629906,0.185438847,9.521556333
1831,222.5835221,-2.244740601,9.486685606
1832,222.478008,-1.498768211,9.326694658
1833,221.480738,-0.419484544,9.33820692
1834,221.4365508,-0.019337182,8.917762649
1835,221.3933603,-1.66336253,9.017148478
1836,219.6729198,-1.06772528,9.054928005
1837,218.5311711,-0.264059121,9.256177743
1838,217.3088226,0.033355019,9.602990789
1839,217.458812,0.134507634,9.592568395
1840,218.2984763,0.168542631,9.342004095
1841,218.4643801,0.179977936,9.089353148
1842,219.1376335,0.183819296,9.093914174
1843,221.0939067,0.185109659,9.717587775
1844,222.8991258,0.1855431,9.78950086
1845,222.2478964,0.185688705,9.54981632
1846,221.2492707,0.003535562,10.01378682
1847,218.240147,0.059861508,9.977428252
1848,215.7371456,0.140529989,9.921397188
1849,215.6369311,0.170434577,9.903278632
1850,214.8014386,0.180745975,9.88973292
1851,215.5210025,0.184312799,9.913118475
1852,217.16532,0.17954034,9.912059789
1853,218.0313832,0.015887254,10.01280274
1854,217.1457366,-0.014112612,10.02285129
1855,218.3404112,0.112948595,10.05799734
1856,217.9007652,0.122255611,10.06080936
1857,217.9631499,-0.044823331,10.00584835
1858,218.4238146,0.086287826,9.927754416
1859,218.7570849,0.153503429,10.20476043
1860,218.3593052,0.176769374,10.31190385
1861,218.5589002,0.116236223,10.42584389
1862,219.5890278,-0.623799831,10.39188221
1863,221.2470093,-0.258572909,10.29530834
1864,221.91874,0.037999846,10.26989834
1865,220.5946238,0.142928868,10.32588569
1866,221.2279566,0.174410474,10.36815426
1867,221.0705928,0.184669175,10.35768758
1868,219.1487559,0.188148666,10.42314338
1869,218.5704191,0.189412365,10.38910096
1870,216.2298616,0.18995084,10.34003004
1871,214.46997,0.190250397,10.45362888
1872,213.5912077,0.188834316,10.40567614
1873,211.1857052,-0.015830031,10.37496147
1874,211.8461054,0.101375665,10.32489394
1875,212.0878999,0.118986332,10.31515025
1876,210.3471884,0.130107324,10.19973667
1877,210.0052767,0.169607247,10.07529322
1878,209.9036142,0.184410743,10.09791797
1879,209.8857627,0.188659304,10.04842418
1880,210.4575989,0.15238703,10.04436367
1881,209.70333,0.148042519,9.931097917
1882,209.3358588,0.187436202,9.941133256
1883,209.8304333,-0.324594054,9.905141162
1884,209.435814,-1.815061861,9.898549838
1885,209.7189225,-0.642019714,9.877108697
1886,209.3233344,-0.085245382,9.828189993
1887,209.4020805,-0.025019475,9.922041068
1888,208.1931016,0.135007303,9.800265799
1889,208.9035656,0.185818909,9.921741829
1890,208.3428577,0.070301587,9.761913109
1891,209.0633037,-0.102313757,9.715297282
1892,210.7371825,0.077630856,9.807617353
1893,209.7908598,0.186415602,9.881442799
1894,207.1318972,0.192842999,9.983824109
1895,205.9885307,0.193091045,10.01170584
1896,202.663606,0.193183461,9.842721582
1897,201.373551,0.193224412,9.855479717
1898,204.3279963,0.193244382,9.850128604
1899,204.7042099,0.19325204,10.00331713
1900,204.6868793,0.193249677,10.00428215
1901,204.9102074,0.193161684,10.06401591
1902,206.7547348,0.09059744,10.48750511
1903,207.6675366,-0.708727474,10.7130767
1904,210.3059154,-0.26430884,10.62286397
1905,210.536248,0.077583125,10.60822497
1906,211.902456,0.174940429,10.61718799
1907,212.808744,0.06203162,10.71778982
1908,209.7439577,0.125774211,10.90589241
1909,211.4111444,0.191777551,10.92774612
1910,211.1937955,0.191590191,11.04997018
1911,210.2653609,0.191399622,11.25898111
1912,209.2710918,-0.248308447,10.73511559
1913,204.5216184,-0.309431692,10.94347136
1914,202.3000613,0.020398445,10.98872029
1915,203.9412981,0.164137539,10.86936915
1916,215.3657947,0.189221758,10.54204964
1917,210.5177775,0.190183188,10.71214436
1918,214.304474,0.189976312,10.16035681
1919,216.7810818,0.189760102,9.457420208
1920,217.5795628,0.189540707,9.595332317
1921,217.994668,0.189318112,9.736157623
1922,218.6159277,0.087704577,9.825845986
1923,215.648438,0.120937834,10.61124548
1924,212.3640381,0.188631211,9.842387636
1925,207.9698495,0.188395742,9.39526766
1926,204.438765,0.188157062,9.34861434
1927,205.5877273,0.187915087,9.37443182
1928,212.553918,0.163268495,9.579215191
1929,215.5536693,0.008459436,9.403762266
1930,214.3445102,0.179911958,9.34361973
1931,212.8085013,0.186915284,10.00563285
1932,210.6793426,0.042542621,9.583622606
1933,211.0001565,0.150370915,9.826489395
1934,212.0055063,0.186131287,9.571486811
1935,212.6613202,0.185863535,9.683981142
1936,210.5941547,0.185592518,9.874315991
1937,210.636039,0.185318258,10.08382129
1938,210.3552314,0.185040737,10.25581799
1939,214.9446529,0.184759911,10.04213088
1940,208.1710738,0.184475834,10.20962649
1941,206.8887975,0.184188586,10.23348339
1942,209.9908061,0.183898094,10.27931503
1943,208.3615467,0.183604376,11.91287329
1944,204.6983061,0.183307382,9.726563762
1945,201.6963328,0.183007129,9.580100157
1946,204.5200795,0.182703595,9.263863477
1947,208.948843,0.182396816,8.528277711
1948,207.8690278,0.182086799,8.183345713
1949,201.6325301,0.181773502,8.046246157
1950,198.1925427,0.181456963,8.450215539
1951,202.0216278,0.181137119,8.315746876
1952,198.9293022,0.180814011,8.488836651
1953,204.8860413,0.180487675,9.141300183
1954,207.9837459,0.180158046,8.650404225
1955,210.5931331,0.179825169,9.001431
1956,213.5282141,0.179489006,9.186699973
1957,212.0615292,0.179149521,9.058349425
1958,206.5230288,0.178806754,8.697411902
1959,200.6675847,0.178460757,8.425195982
1960,190.7448165,0.178111464,8.748656416
1961,178.7067074,0.174842591,8.648935196
1962,202.5840848,0.018878478,8.642908791
1963,208.2705863,-0.715813972,8.718348737
1964,213.4668519,-0.620300396,8.475746789
1965,203.2008179,-0.29272932,8.329580999
1966,197.0809138,0.116909652,8.377840675
1967,196.4370019,-0.076337447,8.218085643
1968,214.5816849,0.001120993,8.106742887
1969,216.136251,0.074859218,8.02249421
1970,227.6326429,0.078910079,8.080696435
1971,223.4277023,-0.03213341,8.181003195
1972,213.1805805,0.049119654,7.973187842
1973,208.4896429,0.155228831,7.92252251
1974,209.1456999,0.102790661,8.013556909
1975,217.6704567,-0.204969017,7.930655915
1976,219.9406128,0.042795931,7.884746946
1977,224.2181254,0.128454013,7.837925038
1978,229.0616368,0.150663548,7.832489691
1979,229.6416769,0.14731143,7.776280795
1980,230.6249705,0.109190157,7.846633672
1981,234.8434281,0.075737275,8.056097784
1982,217.1649567,-0.15641584,7.975806247
1983,228.4514415,-0.677594526,8.120973032
1984,224.2329822,-0.228907835,8.364356253
1985,227.6823119,-0.011715701,8.548927145
1986,225.729905,-1.47E-04,8.622661309
1987,223.4659432,0.062169756,8.597410922
1988,221.3018696,0.110247934,8.981749095
1989,225.2017682,0.142615462,10.74209957
1990,219.5655066,0.140795312,9.071981869
1991,193.094221,-0.414818578,7.587254831
1992,235.7755698,-1.683576748,7.316457685
1993,212.4525145,-0.817084404,6.816737039
1994,204.1998612,-0.081385008,8.307856392
1995,226.2747545,0.085307721,7.130684155
1996,215.615009,0.145692226,9.74074204
1997,166.9811859,0.166902489,8.938696428
1998,220.7637989,0.171092583,8.493661556
1999,227.4232126,0.17324185,9.0613134
2000,218.5529337,0.174582417,10.45156991
2001,208.0295156,0.170843036,8.899440943
2002,197.735389,0.176522258,8.151226907
2003,206.5862936,0.165150043,8.206594409
2004,189.3503825,0.171903289,8.059138599
2005,178.0986262,0.149807853,8.680820632
2006,175.6423102,0.124554113,8.672587571
2007,204.1322541,0.121419389,8.55104057
2008,200.9633968,0.133277034,9.572965183
2009,193.156267,0.106684212,8.435188179
2010,183.5331328,0.137987555,9.263208515
2011,188.9183138,0.109056913,10.08559976
2012,176.6966043,0.138675181,9.205420544
2013,180.5607805,0.157671543,9.459239095
2014,177.3110192,0.139778363,10.17019203
2015,189.1555365,0.125800527,10.77839769
2015,186.1971128,0.111822691,9.353423931
2016,186.1971128,0.097844854,9.352241798
2017,186.1971128,0.083867018,9.352241798
2018,186.1971128,0.069889182,9.352241798
2019,186.1971128,0.055911345,9.352241798
2020,186.1971128,0.041933509,9.352241798
2021,186.1971128,0.027955673,9.352241798
2022,186.1971128,0.013977836,9.352241798
2023,186.1971128,0,9.352241798
2024,186.1971128,0,9.352241798
2025,186.1971128,0,9.352241798
2026,186.1971128,0,9.352241798
2027,186.1971128,0,9.352241798
2028,186.1971128,0,9.352241798
2029,186.1971128,0,9.352241798
2030,186.1971128,0,9.352241798
2031,186.1971128,0,9.352241798
2032,186.1971128,0,9.352241798
2033,186.1971128,0,9.352241798
2034,186.1971128,0,9.352241798
2035,186.1971128,0,9.352241798
2036,186.1971128,0,9.352241798
2037,186.1971128,0,9.352241798
2038,186.1971128,0,9.352241798
2039,186.1971128,0,9.352241798
2040,186.1971128,0,9.352241798
2041,186.1971128,0,9.352241798
2042,186.1971128,0,9.352241798
2043,186.1971128,0,9.352241798
2044,186.1971128,0,9.352241798
2045,186.1971128,0,9.352241798
2046,186.1971128,0,9.352241798
2047,186.1971128,0,9.352241798
2048,186.1971128,0,9.352241798
2049,186.1971128,0,9.352241798
2050,186.1971128,0,9.352241798
2051,186.1971128,0,9.352241798
2052,186.1971128,0,9.352241798
2053,186.1971128,0,9.352241798
2054,186.1971128,0,9.352241798
2055,186.1971128,0,9.352241798
2056,186.1971128,0,9.352241798
2057,186.1971128,0,9.352241798
2058,186.1971128,0,9.352241798
2059,186.1971128,0,9.352241798
2060,186.1971128,0,9.352241798
2061,186.1971128,0,9.352241798
2062,186.1971128,0,9.352241798
2063,186.1971128,0,9.352241798
2064,186.1971128,0,9.352241798
2065,186.1971128,0,9.352241798
2066,186.1971128,0,9.352241798
2067,186.1971128,0,9.352241798
2068,186.1971128,0,9.352241798
2069,186.1971128,0,9.352241798
2070,186.1971128,0,9.352241798
2071,186.1971128,0,9.352241798
2072,186.1971128,0,9.352241798
2073,186.1971128,0,9.352241798
2074,186.1971128,0,9.352241798
2075,186.1971128,0,9.352241798
2076,186.1971128,0,9.352241798
2077,186.1971128,0,9.352241798
2078,186.1971128,0,9.352241798
2079,186.1971128,0,9.352241798
2080,186.1971128,0,9.352241798
2081,186.1971128,0,9.352241798
2082,186.1971128,0,9.352241798
2083,186.1971128,0,9.352241798
2084,186.1971128,0,9.352241798
2085,186.1971128,0,9.352241798
2086,186.1971128,0,9.352241798
2087,186.1971128,0,9.352241798
2088,186.1971128,0,9.352241798
2089,186.1971128,0,9.352241798
2090,186.1971128,0,9.352241798
2091,186.1971128,0,9.352241798
2092,186.1971128,0,9.352241798
2093,186.1971128,0,9.352241798
2094,186.1971128,0,9.352241798
2095,186.1971128,0,9.352241798
2096,186.1971128,0,9.352241798
2097,186.1971128,0,9.352241798
2098,186.1971128,0,9.352241798
2099,186.1971128,0,9.352241798
2100,186.1971128,0,9.352241798
